title|link|summary|parss_primesponsor|parss_cosponsors|parss_lastaction|parss_enacted|parss_passedhouse|parss_passedsenate|published|id
House Bill 155 Printer's Number 132|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=155&pn=132|An Act amending the act of July 19, 1979 (P.L.130, No.48), known as the Health Care Facilities Act, in licensing of health care facilities, further providing for consumer protections; and abrogating a regulation....|Representative SANCHEZ|MADDEN, GUENST, HANBIDGE, STURLA, FRANKEL, HILL-EVANS, DELLOSO, HOWARD, BURGOS, D. WILLIAMS, CERRATO, VENKAT, SCHLOSSBERG, McNEILL, MULLINS, BENHAM, T. DAVIS, WEBSTER, SOLOMON, RADER, BRENNAN, ROZZI, HARKINS, N. NELSON, SHUSTERMAN, OTTEN, CONKLIN, BENNINGHOFF, KHAN and MALAGARI|Referred to HEALTH,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:49:00 GMT|20230HB155P132
House Bill 154 Printer's Number 131|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=154&pn=131|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for definitions, for licenses, for sale or transfer of firearms and for Pennsylvania State Police, repealing provisions relating to firearm sales surcharge and to Firearm Records Check Fund and further providing for licensing of dealers and for administrative regulations....|Representative ORTITAY|HAMM, ZIMMERMAN and ROWE|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:20:40 GMT|20230HB154P131
House Bill 153 Printer's Number 130|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=153&pn=130|An Act amending the act of July 19, 1979 (P.L.130, No.48), known as the Health Care Facilities Act, in licensing of health care facilities, providing for report of inventory by health care facility....|Representative ORTITAY||Referred to HEALTH,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:20:23 GMT|20230HB153P130
House Bill 152 Printer's Number 129|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=152&pn=129|An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code, in licenses and regulations and liquor, alcohol and malt and brewed beverages, further providing for sale of malt or brewed beverages by liquor licensees, for wine expanded permits and for retail dispensers' restrictions on purchases and sales....|Representative ORTITAY|ECKER, HAMM, JAMES, GROVE, IRVIN, SMITH, CIRESI, GLEIM, ROWE, KEEFER, JOZWIAK, LEADBETER and SCIALABBA|Referred to LIQUOR CONTROL,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:20:04 GMT|20230HB152P129
House Bill 151 Printer's Number 128|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=151&pn=128|An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in tax credit and tax benefit administration, further providing for definitions and for application and administration....|Representative ORTITAY|KINSEY, STRUZZI and CIRESI|Referred to LABOR AND INDUSTRY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:19:40 GMT|20230HB151P128
House Bill 150 Printer's Number 127|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=150&pn=127|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in burglary and other criminal intrusion, further providing for the offense of criminal trespass....|Representative ORTITAY||Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:19:21 GMT|20230HB150P127
House Bill 149 Printer's Number 126|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=149&pn=126|An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in alimony and support, further providing for alimony.|Representative ORTITAY|CIRESI and KINKEAD|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:18:59 GMT|20230HB149P126
House Bill 148 Printer's Number 125|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=148&pn=125|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school health services, providing for parent educational information regarding eating disorders....|Representative ORTITAY|CIRESI, ROZZI and ARMANINI|Referred to EDUCATION,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:18:41 GMT|20230HB148P125
House Bill 147 Printer's Number 124|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=147&pn=124|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in preliminary provisions, providing for Keystone Exam Alternative Feasibility Study....|Representative ORTITAY|STAATS, DEASY, ROWE, ZIMMERMAN, MOUL and JOZWIAK|Referred to EDUCATION,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:18:19 GMT|20230HB147P124
House Bill 139 Printer's Number 123|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=139&pn=123|An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in facilities and supplies, further providing for deposits into account....|Representative ORTITAY|GROVE, JAMES, ROWE, CIRESI and PASHINSKI|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:18:01 GMT|20230HB139P123
House Bill 138 Printer's Number 122|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=138&pn=122|An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in limitation of time, providing for gender affirmation treatments....|Representative SCHEMEL|D'ORSIE, GLEIM, HAMM, T. JONES, KAUFFMAN, KEEFER, LEADBETER, OWLETT, ROWE, SCIALABBA, STAATS, ZIMMERMAN, HEFFLEY and ROSSI|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:17:41 GMT|20230HB138P122
House Bill 113 Printer's Number 121|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=113&pn=121|An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in tax relief in cities of the first class, further providing for supplemental senior citizen tax reduction; and, in senior citizens property tax and rent rebate assistance, further providing for definitions, for property tax and rent rebate and for funds for payment of claims....|Representative CIRESI|HADDOCK, PROBST, SMITH-WADE-EL, KINKEAD, BENHAM, SALISBURY, McNEILL, KRAJEWSKI, MERSKI, SAPPEY, D. WILLIAMS, MADDEN, HILL-EVANS, CERRATO, HANBIDGE, PISCIOTTANO, GUENST, SANCHEZ, KENYATTA, PARKER, MENTZER, VENKAT, CEPEDA-FREYTIZ, PASHINSKI, T. DAVIS, DELLOSO, BURGOS, KHAN, DEASY, O'MARA, OTTEN, MALAGARI, NEILSON, TAKAC, CONKLIN, KINSEY, KAZEEM and GILLEN|Referred to FINANCE,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 11:17:21 GMT|20230HB113P121
House Bill 34 Printer's Number 120|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=34&pn=120|An Act amending the act of July 31, 1968 (P.L.805, No.247), known as the Pennsylvania Municipalities Planning Code, in subdivision and land development, providing for nonbuilding lots....|Representative MALONEY|MOUL, ROWE and ZIMMERMAN|Referred to LOCAL GOVERNMENT,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:22:21 GMT|20230HB34P120
House Bill 136 Printer's Number 119|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=136&pn=119|An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, repealing provisions relating to inheritance tax; in procedure and administration, further providing for petition for reassessment; and, in governmental obligations, further providing for taxability of government obligations....|Representative GAYDOS|TWARDZIK, HAMM, M. MACKENZIE, R. MACKENZIE, CAUSER, STAMBAUGH, McNEILL, IRVIN, GUENST, STAATS, PICKETT, KEEFER, ECKER, KAUFFMAN, ZIMMERMAN, ORTITAY, M. JONES, ROWE, MOUL, BOROWICZ, LAWRENCE, KEPHART, GILLEN, BENNINGHOFF, SCIALABBA and GLEIM|Referred to FINANCE,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:20:49 GMT|20230HB136P119
House Bill 135 Printer's Number 118|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=135&pn=118|An Act amending the act of October 31, 2006 (P.L.1210, No.133), known as the Price Gouging Act, further providing for definitions and prohibiting petroleum product price gouging....|Representative BIZZARRO|McCLINTON, MADDEN, PROBST, PISCIOTTANO, KENYATTA, STURLA, SCHLOSSBERG, SANCHEZ, PIELLI, HADDOCK, McNEILL, DELLOSO, CIRESI, HILL-EVANS, HOHENSTEIN, MARKOSEK, PARKER, D. WILLIAMS, DEASY, PASHINSKI, N. NELSON, NEILSON, O'MARA and TAKAC|Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:20:32 GMT|20230HB135P118
House Bill 134 Printer's Number 117|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=134&pn=117|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in licensing of drivers, further providing for Medical Advisory Board....|Representative BIZZARRO|MADDEN, GIRAL, KINSEY, McNEILL, SANCHEZ, HILL-EVANS, HOHENSTEIN, KINKEAD, N. NELSON, CONKLIN and D. WILLIAMS|Referred to TRANSPORTATION,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:20:04 GMT|20230HB134P117
House Bill 133 Printer's Number 116|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=133&pn=116|An Act amending Title 16 (Counties) of the Pennsylvania Consolidated Statutes, providing for electronic device licenses; and imposing penalties.|Representative BIZZARRO|MADDEN, GIRAL, KINSEY, CIRESI, SANCHEZ, JAMES, HOHENSTEIN, N. NELSON and NEILSON|Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:19:48 GMT|20230HB133P116
House Bill 132 Printer's Number 115|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=132&pn=115|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in charter schools, providing for full-time cyber education program offered by school district....|Representative BIZZARRO|MADDEN, PROBST, SCHLOSSBERG, CIRESI, SANCHEZ, HILL-EVANS, N. NELSON, VENKAT and D. WILLIAMS|Referred to EDUCATION,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:17:45 GMT|20230HB132P115
House Bill 131 Printer's Number 114|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=131&pn=114|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in nuisances, providing for the offense of late removal of campaign signage on public property; and imposing a penalty....|Representative BIZZARRO|MADDEN, BURGOS, D. WILLIAMS, SANCHEZ, GUENST, HOHENSTEIN, RABB, PISCIOTTANO, DEASY and CONKLIN|Referred to JUDICIARY,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:17:26 GMT|20230HB131P114
House Bill 130 Printer's Number 113|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=130&pn=113|An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, providing for certification of community paramedicine providers, for community paramedicine service coverage by casualty insurance carriers and for medical assistance reimbursement....|Representative BIZZARRO|MADDEN, KINSEY, CIRESI, VENKAT, SANCHEZ, HILL-EVANS, OTTEN, KINKEAD, N. NELSON, D. WILLIAMS and BOROWSKI|Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:17:05 GMT|20230HB130P113
House Bill 129 Printer's Number 112|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=129&pn=112|An Act amending Title 64 (Public Authorities and Quasi-Public Corporations) of the Pennsylvania Consolidated Statutes, in Pennsylvania Broadband Development Authority, further providing for definitions and for specific powers and duties....|Representative BIZZARRO||Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:16:48 GMT|20230HB129P112
House Bill 128 Printer's Number 111|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=128&pn=111|An Act amending Title 25 (Elections) of the Pennsylvania Consolidated Statutes, in voter registration, further providing for methods of voter registration, providing for same-day voter registration and further providing for preparation and distribution of applications....|Representative BIZZARRO|MADDEN, GIRAL, KINSEY, PROBST, D. WILLIAMS, SCHLOSSBERG, HANBIDGE, CIRESI, VENKAT, SANCHEZ, HILL-EVANS, HOHENSTEIN, STURLA, DELLOSO, KINKEAD, FREEMAN, DEASY, GALLOWAY, N. NELSON, CONKLIN and SMITH-WADE-EL|Referred to STATE GOVERNMENT,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:16:30 GMT|20230HB128P111
House Bill 127 Printer's Number 110|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=127&pn=110|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in licensing of drivers, further providing for learners' permits, for application for driver's license or learner's permit, for application for driver's license or learner's permit by minor and for issuance and content of driver's license; and, in fees, further providing for driver's license and learner's permit....|Representative BIZZARRO|MADDEN, BURGOS, GIRAL, KINSEY, SCHLOSSBERG, McNEILL, SANCHEZ, GUENST, HILL-EVANS, HOHENSTEIN, ROZZI, D. WILLIAMS, KINKEAD, N. NELSON, CONKLIN, FLEMING, GILLEN and O'MARA|Referred to TRANSPORTATION,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:16:12 GMT|20230HB127P110
House Bill 126 Printer's Number 109|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=126&pn=109|An Act providing for the establishment of first-time homebuyer savings accounts for first-time homebuyers in this Commonwealth; and imposing duties on the Department of Revenue....|Representative BIZZARRO|ZABEL, HILL-EVANS, CIRESI, SANCHEZ, T. DAVIS, ISAACSON, D. WILLIAMS, PISCIOTTANO, GUENST, DELLOSO, R. MACKENZIE, MADDEN, NEILSON, DEASY, FREEMAN, OTTEN and KUTZ|Referred to COMMERCE,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:15:52 GMT|20230HB126P109
House Bill 125 Printer's Number 108|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=125&pn=108|A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for proposal of amendments by the General Assembly and their adoption....|Representative BIZZARRO|ZABEL, CIRESI, McNEILL, N. NELSON, RABB, SCHLOSSBERG, SANCHEZ, T. DAVIS, D. WILLIAMS, GUENST, MADDEN, WARREN, SHUSTERMAN, DEASY, STURLA, FREEMAN, KINKEAD and NEILSON|Referred to JUDICIARY,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:15:23 GMT|20230HB125P108
House Bill 124 Printer's Number 107|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=124&pn=107|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in charter schools, further providing for powers of board of trustees....|Representative CIRESI|MADDEN, HILL-EVANS, DELLOSO, GUENST, SANCHEZ, HOHENSTEIN, PROBST, BURGOS, RABB, D. WILLIAMS, FREEMAN, OTTEN and TAKAC|Referred to EDUCATION,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:15:06 GMT|20230HB124P107
House Bill 123 Printer's Number 106|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=123&pn=106|An Act amending the act of July 31, 1968 (P.L.805, No.247), known as the Pennsylvania Municipalities Planning Code, in subdivision and land development, providing for signage on subdivision or land development....|Representative CIRESI|SAPPEY, SCHLOSSBERG, SANCHEZ, MADDEN, BURGOS, NEILSON, HOWARD and FREEMAN|Referred to LOCAL GOVERNMENT,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:14:50 GMT|20230HB123P106
House Bill 122 Printer's Number 105|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=122&pn=105|An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in sales and use tax, further providing for exclusions from tax....|Representative CIRESI|NEILSON, BURGOS, HILL-EVANS, MADDEN, GUENST, SAMUELSON, SANCHEZ, FREEMAN and OTTEN|Referred to FINANCE,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:14:32 GMT|20230HB122P105
House Bill 121 Printer's Number 104|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=121&pn=104|An Act providing for off-campus student housing rights.|Representative CIRESI|HOHENSTEIN, SCOTT, SCHLOSSBERG, KINSEY, HARKINS, HILL-EVANS, SANCHEZ, MADDEN, GUENST, NEILSON, BURGOS, D. WILLIAMS, KRAJEWSKI, SHUSTERMAN, FREEMAN, OTTEN, CERRATO and O'MARA|Referred to HOUSING AND COMMUNITY DEVELOPMENT,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:14:09 GMT|20230HB121P104
House Bill 120 Printer's Number 103|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=120&pn=103|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school safety and security, providing for COVID-19 pandemic trauma-informed education grants for 2023-2024 school year; and making an appropriation....|Representative CIRESI|KINSEY, SANCHEZ, MADDEN, GUENST, KAZEEM, HOHENSTEIN, PROBST, KINKEAD and HOWARD|Referred to APPROPRIATIONS,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:13:44 GMT|20230HB120P103
House Bill 119 Printer's Number 102|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=119&pn=102|An Act providing for grants for renewable energy backup systems for the community; and making an interfund transfer.|Representative CIRESI|HILL-EVANS, KINSEY, MADDEN, SANCHEZ, HOHENSTEIN, PROBST, KRAJEWSKI, KINKEAD, N. NELSON and D. WILLIAMS|Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  March 7, 2023|NO|NO|NO|Tue, 07 Mar 2023 21:13:12 GMT|20230HB119P102
